abstract_num,title,cluster_label,mentions,mention_count
143,ROS-SAM: High-Quality Interactive Segmentation for Remote Sensing Moving Object,[singleton] the model,the model,1
143,ROS-SAM: High-Quality Interactive Segmentation for Remote Sensing Moving Object,[singleton] remote sensing video datasets,remote sensing video datasets,1
143,ROS-SAM: High-Quality Interactive Segmentation for Remote Sensing Moving Object,[singleton] existing remote sensing object tracking datasets,existing remote sensing object tracking datasets,1
143,ROS-SAM: High-Quality Interactive Segmentation for Remote Sensing Moving Object,[singleton] manual annotations,manual annotations,1
143,ROS-SAM: High-Quality Interactive Segmentation for Remote Sensing Moving Object,[self-reference],we; we,2
144,MM-Telco: Benchmarks and Multimodal Large Language Models for Telecom Applications,Large Language Models,Large Language Models; they; their; LLMs,4
144,MM-Telco: Benchmarks and Multimodal Large Language Models for Telecom Applications,domain-specific challenges,domain-specific challenges; these challenges,2
144,MM-Telco: Benchmarks and Multimodal Large Language Models for Telecom Applications,MM-Telco,MM-Telco; a comprehensive suite of multimodal benchmarks and models tailored for the telecom domain; The benchmark,3
144,MM-Telco: Benchmarks and Multimodal Large Language Models for Telecom Applications,[singleton] network optimization,network optimization,1
144,MM-Telco: Benchmarks and Multimodal Large Language Models for Telecom Applications,[singleton] customer support,customer support,1
144,MM-Telco: Benchmarks and Multimodal Large Language Models for Telecom Applications,[singleton] regulatory compliance,regulatory compliance,1
144,MM-Telco: Benchmarks and Multimodal Large Language Models for Telecom Applications,[singleton] network operations,network operations,1
144,MM-Telco: Benchmarks and Multimodal Large Language Models for Telecom Applications,[singleton] network management,network management,1
144,MM-Telco: Benchmarks and Multimodal Large Language Models for Telecom Applications,[singleton] documentation quality,documentation quality,1
144,MM-Telco: Benchmarks and Multimodal Large Language Models for Telecom Applications,[singleton] baseline experiments,baseline experiments,1
144,MM-Telco: Benchmarks and Multimodal Large Language Models for Telecom Applications,[singleton] VLMs,VLMs,1
144,MM-Telco: Benchmarks and Multimodal Large Language Models for Telecom Applications,[singleton] The models fine-tuned on our dataset,The models fine-tuned on our dataset,1
144,MM-Telco: Benchmarks and Multimodal Large Language Models for Telecom Applications,[singleton] our dataset,our dataset,1
144,MM-Telco: Benchmarks and Multimodal Large Language Models for Telecom Applications,[singleton] Our experiments,Our experiments,1
144,MM-Telco: Benchmarks and Multimodal Large Language Models for Telecom Applications,[singleton] current state-of-art multimodal LLMs,current state-of-art multimodal LLMs,1
144,MM-Telco: Benchmarks and Multimodal Large Language Models for Telecom Applications,[self-reference],we; our; Our,3
145,Learning Fair Domain Adaptation with Virtual Label Distribution,category fairness,category fairness; category fairness; category fairness,3
145,Learning Fair Domain Adaptation with Virtual Label Distribution,Virtual Label-distribution-aware Learning (VILL),Virtual Label-distribution-aware Learning; a simple yet effective framework designed to improve worst-case performance while preserving high overall accuracy; VILL; VILL,4
145,Learning Fair Domain Adaptation with Virtual Label Distribution,KL-divergence based re-balancing strategy,a KL-divergence based re-balancing strategy; which,2
145,Learning Fair Domain Adaptation with Virtual Label Distribution,[singleton] Unsupervised Domain Adaptation,Unsupervised Domain Adaptation,1
145,Learning Fair Domain Adaptation with Virtual Label Distribution,[singleton] UDA classifiers,UDA classifiers,1
145,Learning Fair Domain Adaptation with Virtual Label Distribution,[singleton] an adaptive re-weighting strategy,an adaptive re-weighting strategy,1
145,Learning Fair Domain Adaptation with Virtual Label Distribution,[singleton] decision boundaries,decision boundaries,1
145,Learning Fair Domain Adaptation with Virtual Label Distribution,[singleton] commonly used datasets,commonly used datasets,1
145,Learning Fair Domain Adaptation with Virtual Label Distribution,[singleton] a plug-and-play module,a plug-and-play module,1
145,Learning Fair Domain Adaptation with Virtual Label Distribution,[singleton] existing UDA methods,existing UDA methods,1
145,Learning Fair Domain Adaptation with Virtual Label Distribution,[self-reference],we; Our; we; we,4
146,A Unified Framework for Domain Adaptation using Metric Learning on Manifolds,the proposed framework/approach,a novel framework for domain adaptation; Our approach; our proposed approach; it; our proposed algorithms,5
146,A Unified Framework for Domain Adaptation using Metric Learning on Manifolds,the Riccati-based solution,the Ricatti based solution; the solution; our solution,3
146,A Unified Framework for Domain Adaptation using Metric Learning on Manifolds,the space of SPD covariance matrices,symmetric positive definite covariance matrices; the space of covariance matrices; the SPD matrix manifold,3
146,A Unified Framework for Domain Adaptation using Metric Learning on Manifolds,the source and target domains,a labeled source domain and unlabeled target domain; the source and target domains; the source and target domains,3
146,A Unified Framework for Domain Adaptation using Metric Learning on Manifolds,[singleton] the curved Riemannian geometry of statistical manifolds,the curved Riemannian geometry of statistical manifolds,1
146,A Unified Framework for Domain Adaptation using Metric Learning on Manifolds,[singleton] geometric mean metric learning on manifolds,geometric mean metric learning on manifolds,1
146,A Unified Framework for Domain Adaptation using Metric Learning on Manifolds,[singleton] a Riemannian space,a Riemannian space,1
146,A Unified Framework for Domain Adaptation using Metric Learning on Manifolds,[singleton] a homogeneous space,a homogeneous space,1
146,A Unified Framework for Domain Adaptation using Metric Learning on Manifolds,[singleton] the shortest path geodesic between two covariances,the shortest path geodesic between two covariances,1
146,A Unified Framework for Domain Adaptation using Metric Learning on Manifolds,[singleton] the geometric mean of two matrices,the geometric mean of two matrices,1
146,A Unified Framework for Domain Adaptation using Metric Learning on Manifolds,[singleton] the well-known Riccati equation,the well-known Riccati equation,1
146,A Unified Framework for Domain Adaptation using Metric Learning on Manifolds,[singleton] the maximum mean discrepancy,the maximum mean discrepancy,1
146,A Unified Framework for Domain Adaptation using Metric Learning on Manifolds,[singleton] the underlying source and target manifolds,the underlying source and target manifolds,1
146,A Unified Framework for Domain Adaptation using Metric Learning on Manifolds,[singleton] the combined objective function,the combined objective function,1
146,A Unified Framework for Domain Adaptation using Metric Learning on Manifolds,[singleton] a nested set of Ricatti equations,a nested set of Ricatti equations,1
146,A Unified Framework for Domain Adaptation using Metric Learning on Manifolds,[singleton] a cascaded series of geometric mean computations,a cascaded series of geometric mean computations,1
146,A Unified Framework for Domain Adaptation using Metric Learning on Manifolds,[singleton] standard transfer learning testbeds from computer vision,standard transfer learning testbeds from computer vision,1
146,A Unified Framework for Domain Adaptation using Metric Learning on Manifolds,[self-reference],We; we; We; We; we,5
147,What is the Effect of Importance Weighting in Deep Learning?,importance weighting,importance weighting; it; importance weighting; importance weighting; its; importance weighting,6
147,What is the Effect of Importance Weighting in Deep Learning?,L2 regularization,L2 regularization; the L2 regularization,2
147,What is the Effect of Importance Weighting in Deep Learning?,[singleton] Importance-weighted risk minimization,Importance-weighted risk minimization,1
147,What is the Effect of Importance Weighting in Deep Learning?,[singleton] causal inference,causal inference,1
147,What is the Effect of Importance Weighting in Deep Learning?,[singleton] domain adaptation,domain adaptation,1
147,What is the Effect of Importance Weighting in Deep Learning?,[singleton] class imbalance,class imbalance,1
147,What is the Effect of Importance Weighting in Deep Learning?,[singleton] off-policy reinforcement learning,off-policy reinforcement learning,1
147,What is the Effect of Importance Weighting in Deep Learning?,[singleton] low-capacity misspecified models,low-capacity misspecified models,1
147,What is the Effect of Importance Weighting in Deep Learning?,"[singleton] over-parameterized, deep neural networks","over-parameterized, deep neural networks",1
147,What is the Effect of Importance Weighting in Deep Learning?,[singleton] deep linear networks,deep linear networks,1
147,What is the Effect of Importance Weighting in Deep Learning?,[singleton] SGD,SGD,1
147,What is the Effect of Importance Weighting in Deep Learning?,[singleton] weight-agnostic solutions,weight-agnostic solutions,1
147,What is the Effect of Importance Weighting in Deep Learning?,[singleton] realistic deep networks,realistic deep networks,1
147,What is the Effect of Importance Weighting in Deep Learning?,[singleton] batch normalization,batch normalization,1
147,What is the Effect of Importance Weighting in Deep Learning?,[singleton] practitioners,practitioners,1
147,What is the Effect of Importance Weighting in Deep Learning?,[singleton] architectures and datasets,architectures and datasets,1
147,What is the Effect of Importance Weighting in Deep Learning?,[self-reference],us; We; Our,3
148,VisCoP: Visual Probing for Video Domain Adaptation of Vision Language Models,Large Vision Language Models (VLMs),Large Vision Language Models; their; the model; the pretrained VLM; VLMs,5
148,VisCoP: Visual Probing for Video Domain Adaptation of Vision Language Models,Existing domain adaptation methods,Existing domain adaptation methods; these approaches; existing domain adaptation strategies,3
148,VisCoP: Visual Probing for Video Domain Adaptation of Vision Language Models,Vision Contextualized Probing (VisCoP),Vision Contextualized Probing; a parameter-efficient adaptation framework; VisCoP; VisCoP; VisCoP,5
148,VisCoP: Visual Probing for Video Domain Adaptation of Vision Language Models,learnable visual probes,a compact set of learnable visual probes; these probes,2
148,VisCoP: Visual Probing for Video Domain Adaptation of Vision Language Models,[singleton] general visual reasoning,general visual reasoning,1
148,VisCoP: Visual Probing for Video Domain Adaptation of Vision Language Models,[singleton] novel domains,novel domains,1
148,VisCoP: Visual Probing for Video Domain Adaptation of Vision Language Models,[singleton] finetuning standard VLM components,finetuning standard VLM components,1
148,VisCoP: Visual Probing for Video Domain Adaptation of Vision Language Models,[singleton] domain-specific representations,domain-specific representations,1
148,VisCoP: Visual Probing for Video Domain Adaptation of Vision Language Models,[singleton] catastrophic forgetting,catastrophic forgetting,1
148,VisCoP: Visual Probing for Video Domain Adaptation of Vision Language Models,[singleton] the VLM vision encoder,the VLM vision encoder,1
148,VisCoP: Visual Probing for Video Domain Adaptation of Vision Language Models,[singleton] domain-specific visual representations,domain-specific visual representations,1
148,VisCoP: Visual Probing for Video Domain Adaptation of Vision Language Models,[singleton] pretrained model components,pretrained model components,1
148,VisCoP: Visual Probing for Video Domain Adaptation of Vision Language Models,[singleton] new domains,new domains,1
148,VisCoP: Visual Probing for Video Domain Adaptation of Vision Language Models,[singleton] three challenging adaptation settings,three challenging adaptation settings,1
148,VisCoP: Visual Probing for Video Domain Adaptation of Vision Language Models,[singleton] cross-view,cross-view,1
148,VisCoP: Visual Probing for Video Domain Adaptation of Vision Language Models,[singleton] cross-modal,cross-modal,1
148,VisCoP: Visual Probing for Video Domain Adaptation of Vision Language Models,[singleton] cross-task,cross-task,1
148,VisCoP: Visual Probing for Video Domain Adaptation of Vision Language Models,[singleton] superior target-domain performance,superior target-domain performance,1
148,VisCoP: Visual Probing for Video Domain Adaptation of Vision Language Models,[singleton] the source domain,the source domain,1
148,VisCoP: Visual Probing for Video Domain Adaptation of Vision Language Models,[singleton] lightweight visual probing,lightweight visual probing,1
148,VisCoP: Visual Probing for Video Domain Adaptation of Vision Language Models,[self-reference],We; We,2
149,Improving Robustness and Generality of NLP Models Using Disentangled Representations,Supervised neural networks,Supervised neural networks; which; their success; neural models,4
149,Improving Robustness and Generality of NLP Models Using Disentangled Representations,the set of disentangled representations,a set of representations; them; These representations,3
149,Improving Robustness and Generality of NLP Models Using Disentangled Representations,[singleton] the output label,the output label,1
149,Improving Robustness and Generality of NLP Models Using Disentangled Representations,[singleton] natural language processing tasks,natural language processing tasks,1
149,Improving Robustness and Generality of NLP Models Using Disentangled Representations,[singleton] disentangled representation learning,disentangled representation learning,1
149,Improving Robustness and Generality of NLP Models Using Disentangled Representations,[singleton] the proposed strategy,the proposed strategy,1
149,Improving Robustness and Generality of NLP Models Using Disentangled Representations,[singleton] different logits,different logits,1
149,Improving Robustness and Generality of NLP Models Using Disentangled Representations,[singleton] the ensemble,the ensemble,1
149,Improving Robustness and Generality of NLP Models Using Disentangled Representations,[singleton] the final prediction,the final prediction,1
149,Improving Robustness and Generality of NLP Models Using Disentangled Representations,[singleton] an regularizer,an regularizer,1
149,Improving Robustness and Generality of NLP Models Using Disentangled Representations,[singleton] Total Correlation,Total Correlation,1
149,Improving Robustness and Generality of NLP Models Using Disentangled Representations,[singleton] the framework of variational information bottleneck,the framework of variational information bottleneck,1
149,Improving Robustness and Generality of NLP Models Using Disentangled Representations,[singleton] currently widely-used models,currently widely-used models,1
149,Improving Robustness and Generality of NLP Models Using Disentangled Representations,[singleton] models trained with the proposed criteria,models trained with the proposed criteria,1
149,Improving Robustness and Generality of NLP Models Using Disentangled Representations,[singleton] domain adaptation ability,domain adaptation ability,1
149,Improving Robustness and Generality of NLP Models Using Disentangled Representations,[singleton] supervised learning tasks,supervised learning tasks,1
149,Improving Robustness and Generality of NLP Models Using Disentangled Representations,[self-reference],we; We propose; We show,3
150,Partial Video Domain Adaptation with Partial Adversarial Temporal Attentive Network,Partial Domain Adaptation (PDA),Partial Domain Adaptation; a practical and general domain adaptation scenario; which; PDA,4
150,Partial Video Domain Adaptation with Partial Adversarial Temporal Attentive Network,source only classes,source only classes; source only classes,2
150,Partial Video Domain Adaptation with Partial Adversarial Temporal Attentive Network,negative transfer,negative transfer; such negative transfer,2
150,Partial Video Domain Adaptation with Partial Adversarial Temporal Attentive Network,spatial and temporal features,both spatial and temporal features; both spatial and temporal features,2
150,Partial Video Domain Adaptation with Partial Adversarial Temporal Attentive Network,Partial Video Domain Adaptation (PVDA) problem,a more challenging Partial Video Domain Adaptation problem; the PVDA problem; PVDA problems,3
150,Partial Video Domain Adaptation with Partial Adversarial Temporal Attentive Network,Partial Adversarial Temporal Attentive Network (PATAN),a novel Partial Adversarial Temporal Attentive Network; PATAN; our proposed PATAN,3
150,Partial Video Domain Adaptation with Partial Adversarial Temporal Attentive Network,[singleton] the fully shared label space assumption,the fully shared label space assumption,1
150,Partial Video Domain Adaptation with Partial Adversarial Temporal Attentive Network,[singleton] the source label space,the source label space,1
150,Partial Video Domain Adaptation with Partial Adversarial Temporal Attentive Network,[singleton] the target one,the target one,1
150,Partial Video Domain Adaptation with Partial Adversarial Temporal Attentive Network,[singleton] effective overall temporal features,effective overall temporal features,1
150,Partial Video Domain Adaptation with Partial Adversarial Temporal Attentive Network,[singleton] local temporal features,local temporal features,1
150,Partial Video Domain Adaptation with Partial Adversarial Temporal Attentive Network,[singleton] the class filtration process,the class filtration process,1
150,Partial Video Domain Adaptation with Partial Adversarial Temporal Attentive Network,[singleton] new benchmarks,new benchmarks,1
150,Partial Video Domain Adaptation with Partial Adversarial Temporal Attentive Network,[singleton] a wide range of PVDA scenarios,a wide range of PVDA scenarios,1
150,Partial Video Domain Adaptation with Partial Adversarial Temporal Attentive Network,[singleton] Empirical results,Empirical results,1
150,Partial Video Domain Adaptation with Partial Adversarial Temporal Attentive Network,[singleton] the state-of-the-art performance,the state-of-the-art performance,1
150,Partial Video Domain Adaptation with Partial Adversarial Temporal Attentive Network,[singleton] the multiple PVDA benchmarks,the multiple PVDA benchmarks,1
150,Partial Video Domain Adaptation with Partial Adversarial Temporal Attentive Network,[self-reference],we; We; our,3
151,Non-autoregressive Error Correction for CTC based ASR with Phone-conditioned Masked LM,Connectionist temporal classification based models,Connectionist temporal classification based models; their,2
151,Non-autoregressive Error Correction for CTC based ASR with Phone-conditioned Masked LM,CTC,CTC; CTC s; CTC; CTC; CTC,5
151,Non-autoregressive Error Correction for CTC based ASR with Phone-conditioned Masked LM,LM integration approaches (rescoring and shallow fusion),language model integration approaches such as rescoring and shallow fusion; they; rescoring and shallow fusion,3
151,Non-autoregressive Error Correction for CTC based ASR with Phone-conditioned Masked LM,the proposed error correction method,an error correction method with phone-conditioned masked LM; the proposed method; the method; our proposed method,4
151,Non-autoregressive Error Correction for CTC based ASR with Phone-conditioned Masked LM,PC-MLM (phone-conditioned masked LM),phone-conditioned masked LM; PC-MLM; it; PC-MLM,4
151,Non-autoregressive Error Correction for CTC based ASR with Phone-conditioned Masked LM,less confident word tokens,less confident word tokens in a greedy decoded output from CTC; these masked word tokens,2
151,Non-autoregressive Error Correction for CTC based ASR with Phone-conditioned Masked LM,Corpus of Spontaneous Japanese,Corpus of Spontaneous Japanese; CSJ,2
151,Non-autoregressive Error Correction for CTC based ASR with Phone-conditioned Masked LM,[singleton] automatic speech recognition,automatic speech recognition,1
151,Non-autoregressive Error Correction for CTC based ASR with Phone-conditioned Masked LM,[singleton] text only data,text only data,1
151,Non-autoregressive Error Correction for CTC based ASR with Phone-conditioned Masked LM,[singleton] beam search,beam search,1
151,Non-autoregressive Error Correction for CTC based ASR with Phone-conditioned Masked LM,[singleton] unmasked words and phones,unmasked words and phones,1
151,Non-autoregressive Error Correction for CTC based ASR with Phone-conditioned Masked LM,[singleton] Deletable PC-MLM,Deletable PC-MLM,1
151,Non-autoregressive Error Correction for CTC based ASR with Phone-conditioned Masked LM,[singleton] insertion errors,insertion errors,1
151,Non-autoregressive Error Correction for CTC based ASR with Phone-conditioned Masked LM,[singleton] fast LM integration,fast LM integration,1
151,Non-autoregressive Error Correction for CTC based ASR with Phone-conditioned Masked LM,[singleton] TED-LIUM2,TED-LIUM2,1
151,Non-autoregressive Error Correction for CTC based ASR with Phone-conditioned Masked LM,[singleton] domain adaptation setting,domain adaptation setting,1
151,Non-autoregressive Error Correction for CTC based ASR with Phone-conditioned Masked LM,[singleton] recognition accuracy,recognition accuracy,1
151,Non-autoregressive Error Correction for CTC based ASR with Phone-conditioned Masked LM,[self-reference],we; We; our,3
152,Towards Realistic Underwater Dataset Generation and Color Restoration,image to image translation network,an image to image translation network; this multimodal domain adaptation technique,2
152,Towards Realistic Underwater Dataset Generation and Color Restoration,the domain adapted dataset,a dataset that can capture a diverse array of underwater conditions; our domain adapted dataset,2
152,Towards Realistic Underwater Dataset Generation and Color Restoration,[singleton] Recovery of true color from underwater images,Recovery of true color from underwater images,1
152,Towards Realistic Underwater Dataset Generation and Color Restoration,[singleton] an ill-posed problem,an ill-posed problem,1
152,Towards Realistic Underwater Dataset Generation and Color Restoration,[singleton] the wide-band attenuation coefficients for the RGB color channels,the wide-band attenuation coefficients for the RGB color channels,1
152,Towards Realistic Underwater Dataset Generation and Color Restoration,[singleton] object range,object range,1
152,Towards Realistic Underwater Dataset Generation and Color Restoration,[singleton] reflectance,reflectance,1
152,Towards Realistic Underwater Dataset Generation and Color Restoration,[singleton] backscattering due to suspended particles in water,backscattering due to suspended particles in water,1
152,Towards Realistic Underwater Dataset Generation and Color Restoration,[singleton] most existing deep-learning based color restoration methods,most existing deep-learning based color restoration methods,1
152,Towards Realistic Underwater Dataset Generation and Color Restoration,[singleton] synthetic underwater datasets,synthetic underwater datasets,1
152,Towards Realistic Underwater Dataset Generation and Color Restoration,[singleton] real underwater data,real underwater data,1
152,Towards Realistic Underwater Dataset Generation and Color Restoration,[singleton] synthetic data,synthetic data,1
152,Towards Realistic Underwater Dataset Generation and Color Restoration,[singleton] the synthetic and real domains,the synthetic and real domains,1
152,Towards Realistic Underwater Dataset Generation and Color Restoration,[singleton] synthetic underwater domain,synthetic underwater domain,1
152,Towards Realistic Underwater Dataset Generation and Color Restoration,[singleton] real underwater domain,real underwater domain,1
152,Towards Realistic Underwater Dataset Generation and Color Restoration,[singleton] a simple but effective CNN based network,a simple but effective CNN based network,1
152,Towards Realistic Underwater Dataset Generation and Color Restoration,[self-reference],we; we; We; our,4
153,Adaptation of Surgical Activity Recognition Models Across Operating Rooms,automatic surgical activity recognition technology,Automatic surgical activity recognition; such technology; this technology,3
153,Adaptation of Surgical Activity Recognition Models Across Operating Rooms,the surgical activity recognition model,the surgical activity recognition model; the model,2
153,Adaptation of Surgical Activity Recognition Models Across Operating Rooms,the proposed domain adaptation method,a new domain adaptation method; Our approach; it; our method; our proposed method,5
153,Adaptation of Surgical Activity Recognition Models Across Operating Rooms,unlabeled video clips,unlabeled video clips; the clips,2
153,Adaptation of Surgical Activity Recognition Models Across Operating Rooms,[singleton] intelligent surgical devices,intelligent surgical devices,1
153,Adaptation of Surgical Activity Recognition Models Across Operating Rooms,[singleton] a more efficient workflow,a more efficient workflow,1
153,Adaptation of Surgical Activity Recognition Models Across Operating Rooms,[singleton] new operating rooms,new operating rooms,1
153,Adaptation of Surgical Activity Recognition Models Across Operating Rooms,[singleton] patients,patients,1
153,Adaptation of Surgical Activity Recognition Models Across Operating Rooms,[singleton] costs,costs,1
153,Adaptation of Surgical Activity Recognition Models Across Operating Rooms,[singleton] Recent works,Recent works,1
153,Adaptation of Surgical Activity Recognition Models Across Operating Rooms,[singleton] these models,these models,1
153,Adaptation of Surgical Activity Recognition Models Across Operating Rooms,[singleton] surgical activity recognition models across operating rooms,surgical activity recognition models across operating rooms,1
153,Adaptation of Surgical Activity Recognition Models Across Operating Rooms,[singleton] unlabeled videos,unlabeled videos,1
153,Adaptation of Surgical Activity Recognition Models Across Operating Rooms,[singleton] the augmented version,the augmented version,1
153,Adaptation of Surgical Activity Recognition Models Across Operating Rooms,[singleton] a semi-supervised domain adaptation setting,a semi-supervised domain adaptation setting,1
153,Adaptation of Surgical Activity Recognition Models Across Operating Rooms,[singleton] the target domain,the target domain,1
153,Adaptation of Surgical Activity Recognition Models Across Operating Rooms,[singleton] the baselines,the baselines,1
153,Adaptation of Surgical Activity Recognition Models Across Operating Rooms,[singleton] a dataset of more than 480 long surgical videos,a dataset of more than 480 long surgical videos,1
153,Adaptation of Surgical Activity Recognition Models Across Operating Rooms,[singleton] two operating rooms,two operating rooms,1
153,Adaptation of Surgical Activity Recognition Models Across Operating Rooms,[self-reference],we; we; Our; We; our; our; our,7
154,Improving Signal Extraction with Domain Adaptation via Normalizing Flows,the present study,The present study; The study; this study,3
154,Improving Signal Extraction with Domain Adaptation via Normalizing Flows,normalizing flows,normalizing flows; Normalizing Flows; the flows; the flows,4
154,Improving Signal Extraction with Domain Adaptation via Normalizing Flows,the cut on the classifier output,the cut on the classifier output; the cut,2
154,Improving Signal Extraction with Domain Adaptation via Normalizing Flows,[singleton] flow based neural networks,flow based neural networks,1
154,Improving Signal Extraction with Domain Adaptation via Normalizing Flows,[singleton] Hyperons at CLAS12,Hyperons at CLAS12,1
154,Improving Signal Extraction with Domain Adaptation via Normalizing Flows,[singleton] complex probability density functions,complex probability density functions,1
154,Improving Signal Extraction with Domain Adaptation via Normalizing Flows,[singleton] event generation,event generation,1
154,Improving Signal Extraction with Domain Adaptation via Normalizing Flows,[singleton] classifier networks,classifier networks,1
154,Improving Signal Extraction with Domain Adaptation via Normalizing Flows,[singleton] Monte Carlo simulation and data,Monte Carlo simulation and data,1
154,Improving Signal Extraction with Domain Adaptation via Normalizing Flows,[singleton] a flow network,a flow network,1
154,Improving Signal Extraction with Domain Adaptation via Normalizing Flows,[singleton] the latent physics space,the latent physics space,1
154,Improving Signal Extraction with Domain Adaptation via Normalizing Flows,[singleton] a normal distribution,a normal distribution,1
154,Improving Signal Extraction with Domain Adaptation via Normalizing Flows,[singleton] the figure of merit,the figure of merit,1
154,Improving Signal Extraction with Domain Adaptation via Normalizing Flows,[self-reference],We; We,2
155,Towards Accurate Model Selection in Deep Unsupervised Domain Adaptation,Deep UDA,Deep UDA; Deep UDA,2
155,Towards Accurate Model Selection in Deep Unsupervised Domain Adaptation,Deep Embedded Validation,Deep Embedded Validation; which; the method,3
155,Towards Accurate Model Selection in Deep Unsupervised Domain Adaptation,the variance of the estimation,bounded variance; The variance,2
155,Towards Accurate Model Selection in Deep Unsupervised Domain Adaptation,[singleton] Deep unsupervised domain adaptation methods,Deep unsupervised domain adaptation methods,1
155,Towards Accurate Model Selection in Deep Unsupervised Domain Adaptation,[singleton] rich labeled data,rich labeled data,1
155,Towards Accurate Model Selection in Deep Unsupervised Domain Adaptation,[singleton] a source domain,a source domain,1
155,Towards Accurate Model Selection in Deep Unsupervised Domain Adaptation,[singleton] related but unlabeled data,related but unlabeled data,1
155,Towards Accurate Model Selection in Deep Unsupervised Domain Adaptation,[singleton] a target domain,a target domain,1
155,Towards Accurate Model Selection in Deep Unsupervised Domain Adaptation,[singleton] algorithm comparison,algorithm comparison,1
155,Towards Accurate Model Selection in Deep Unsupervised Domain Adaptation,[singleton] accurate and standardized model selection method,accurate and standardized model selection method,1
155,Towards Accurate Model Selection in Deep Unsupervised Domain Adaptation,[singleton] Existing model selection methods,Existing model selection methods,1
155,Towards Accurate Model Selection in Deep Unsupervised Domain Adaptation,[singleton] adapted feature representation,adapted feature representation,1
155,Towards Accurate Model Selection in Deep Unsupervised Domain Adaptation,[singleton] the validation procedure,the validation procedure,1
155,Towards Accurate Model Selection in Deep Unsupervised Domain Adaptation,[singleton] unbiased estimation of the target risk,unbiased estimation of the target risk,1
155,Towards Accurate Model Selection in Deep Unsupervised Domain Adaptation,[singleton] the technique of control variate,the technique of control variate,1
155,Towards Accurate Model Selection in Deep Unsupervised Domain Adaptation,[self-reference],we,1
156,Adapt under Attack and Domain Shift: Unified Adversarial Meta-Learning and Domain Adaptation for Robust Automatic Modulation Classification,AMC systems,AMC systems; modern AMC systems,2
156,Adapt under Attack and Domain Shift: Unified Adversarial Meta-Learning and Domain Adaptation for Robust Automatic Modulation Classification,the proposed unified framework,"a novel, unified framework that integrates meta-learning with domain adaptation; Our framework; our framework",3
156,Adapt under Attack and Domain Shift: Unified Adversarial Meta-Learning and Domain Adaptation for Robust Automatic Modulation Classification,the model,the model; the model; the model,3
156,Adapt under Attack and Domain Shift: Unified Adversarial Meta-Learning and Domain Adaptation for Robust Automatic Modulation Classification,the meta-learning approach,a meta-learning approach; This method,2
156,Adapt under Attack and Domain Shift: Unified Adversarial Meta-Learning and Domain Adaptation for Robust Automatic Modulation Classification,adversarial attacks,adversarial attacks; adversarial attacks,2
156,Adapt under Attack and Domain Shift: Unified Adversarial Meta-Learning and Domain Adaptation for Robust Automatic Modulation Classification,domain adaptation,domain adaptation; domain adaptation,2
156,Adapt under Attack and Domain Shift: Unified Adversarial Meta-Learning and Domain Adaptation for Robust Automatic Modulation Classification,[singleton] Deep learning,Deep learning,1
156,Adapt under Attack and Domain Shift: Unified Adversarial Meta-Learning and Domain Adaptation for Robust Automatic Modulation Classification,[singleton] Automatic Modulation Classification,Automatic Modulation Classification,1
156,Adapt under Attack and Domain Shift: Unified Adversarial Meta-Learning and Domain Adaptation for Robust Automatic Modulation Classification,[singleton] traditional methods,traditional methods,1
156,Adapt under Attack and Domain Shift: Unified Adversarial Meta-Learning and Domain Adaptation for Robust Automatic Modulation Classification,[singleton] data distribution shifts,data distribution shifts,1
156,Adapt under Attack and Domain Shift: Unified Adversarial Meta-Learning and Domain Adaptation for Robust Automatic Modulation Classification,[singleton] environmental changes,environmental changes,1
156,Adapt under Attack and Domain Shift: Unified Adversarial Meta-Learning and Domain Adaptation for Robust Automatic Modulation Classification,[singleton] a two-phase strategy,a two-phase strategy,1
156,Adapt under Attack and Domain Shift: Unified Adversarial Meta-Learning and Domain Adaptation for Robust Automatic Modulation Classification,[singleton] an offline phase,an offline phase,1
156,Adapt under Attack and Domain Shift: Unified Adversarial Meta-Learning and Domain Adaptation for Robust Automatic Modulation Classification,[singleton] clean and adversarially perturbed samples,clean and adversarially perturbed samples,1
156,Adapt under Attack and Domain Shift: Unified Adversarial Meta-Learning and Domain Adaptation for Robust Automatic Modulation Classification,[singleton] a single source domain,a single source domain,1
156,Adapt under Attack and Domain Shift: Unified Adversarial Meta-Learning and Domain Adaptation for Robust Automatic Modulation Classification,[singleton] previously unseen attacks,previously unseen attacks,1
156,Adapt under Attack and Domain Shift: Unified Adversarial Meta-Learning and Domain Adaptation for Robust Automatic Modulation Classification,[singleton] the online phase,the online phase,1
156,Adapt under Attack and Domain Shift: Unified Adversarial Meta-Learning and Domain Adaptation for Robust Automatic Modulation Classification,[singleton] a new target domain,a new target domain,1
156,Adapt under Attack and Domain Shift: Unified Adversarial Meta-Learning and Domain Adaptation for Robust Automatic Modulation Classification,[singleton] substantial labeled data,substantial labeled data,1
156,Adapt under Attack and Domain Shift: Unified Adversarial Meta-Learning and Domain Adaptation for Robust Automatic Modulation Classification,[singleton] modulation classification accuracy,modulation classification accuracy,1
156,Adapt under Attack and Domain Shift: Unified Adversarial Meta-Learning and Domain Adaptation for Robust Automatic Modulation Classification,[self-reference],we; Our; we; we; our,5
157,Simulations of Common Unsupervised Domain Adaptation Algorithms for Image Classification,the paper/study,This paper; Our study; our study,3
157,Simulations of Common Unsupervised Domain Adaptation Algorithms for Image Classification,Domain adaptation (DA),Domain adaptation; this domain,2
